Chromosome,Start,End,Strand,H9_JReads,geneName,H9_RPKM,log2FoldChange_mRNA,log2FoldChange_circ,Total_Sites_Per_circ,Effective_sites,quartile
chr12,123789128,123808378,-,1,SBNO1,10.59,-0.15366911068439304,1,11,11,++ sites
chr12,123793856,123800207,-,1,SBNO1,10.59,-0.15366911068439304,1,5,5,+ sites
chr12,123793856,123806279,-,1,SBNO1,10.59,-0.15366911068439304,1,11,11,++ sites
chr12,123798166,123800207,-,1,SBNO1,10.59,-0.15366911068439304,2.584962500721156,2,2,- sites
chr12,123798166,123808378,-,1,SBNO1,10.59,-0.15366911068439304,1,8,8,++ sites
chr12,123829804,123834988,-,1,SBNO1,10.59,-0.15366911068439304,2,21,21,+++ sites
chr12,123832575,123834988,-,3,SBNO1,10.59,-0.15366911068439304,-0.5849625007211563,13,39,+++ sites
chr12,124071293,124074996,+,4,TMED2,147.91,-1.1984673307435314,0.5849625007211562,4,16,+++ sites
chr12,132199366,132262875,+,1,SFSWAP,7.46,0.27395180300014305,1,13,13,++ sites
chr12,132249000,132262875,+,1,SFSWAP,7.46,0.27395180300014305,1,3,3,- sites
chr12,133372437,133385135,-,1,GOLGA3,2.27,0.5528298797803473,1,6,6,+ sites
chr12,133383762,133398897,-,1,GOLGA3,2.27,0.5528298797803473,1,15,15,+++ sites
chr13,20425494,20426330,-,4,ZMYM5,4.44,0.4629719763425457,-0.4150374992788438,1,4,+ sites
chr13,20567202,20593758,+,1,ZMYM2,37.16,-0.5415569639755339,1,7,7,++ sites
chr13,20567202,20611049,+,1,ZMYM2,37.16,-0.5415569639755339,1,20,20,+++ sites
chr13,20576989,20580726,+,2,ZMYM2,37.16,-0.5415569639755339,1.8073549220576042,6,12,++ sites
chr13,20579213,20637111,+,1,ZMYM2,37.16,-0.5415569639755339,1,23,23,+++ sites
chr13,20600751,20611049,+,1,ZMYM2,37.16,-0.5415569639755339,2.321928094887362,6,6,+ sites
chr13,20625572,20641530,+,5,ZMYM2,37.16,-0.5415569639755339,0.8479969065549501,7,35,+++ sites
chr13,20632714,20633702,+,2,ZMYM2,37.16,-0.5415569639755339,0.5849625007211562,2,4,+ sites
chr13,20632714,20635364,+,1,ZMYM2,37.16,-0.5415569639755339,1,3,3,- sites
chr13,20632714,20641530,+,1,ZMYM2,37.16,-0.5415569639755339,2.807354922057604,5,5,+ sites
chr13,20636985,20641530,+,1,ZMYM2,37.16,-0.5415569639755339,1,2,2,- sites
chr13,20638590,20657172,+,1,ZMYM2,37.16,-0.5415569639755339,1,4,4,+ sites
chr13,20638590,20657916,+,4,ZMYM2,37.16,-0.5415569639755339,-0.4150374992788438,4,16,+++ sites
chr13,21205154,21237743,+,1,IFT88,2.93,1.6786872580931287,1,33,33,+++ sites
chr13,21215428,21219097,+,1,IFT88,2.93,1.6786872580931287,1,16,16,+++ sites
chr13,21361619,21362755,-,1,XPO4,17.61,-0.9041282811026717,1,2,2,- sites
chr13,21362624,21401318,-,1,XPO4,17.61,-0.9041282811026717,1,38,38,+++ sites
chr13,21370214,21396428,-,1,XPO4,17.61,-0.9041282811026717,1,35,35,+++ sites
chr13,21381595,21396428,-,1,XPO4,17.61,-0.9041282811026717,1,14,14,++ sites
chr13,21395842,21429904,-,1,XPO4,17.61,-0.9041282811026717,1,3,3,- sites
chr13,21735928,21746820,-,3,SKA3,25.27,-1.0998619459650125,1.222392421336448,1,3,- sites
chr13,21742126,21742538,-,5,SKA3,25.27,-1.0998619459650125,0.6780719051126377,1,5,+ sites
chr13,21955572,21987911,-,1,ZDHHC20,28.26,-0.4421779373054849,1,4,4,+ sites
chr13,21955572,21995303,-,1,ZDHHC20,28.26,-0.4421779373054849,1,10,10,++ sites
chr13,21961646,21965993,-,1,ZDHHC20,28.26,-0.4421779373054849,1,1,1,- sites
chr13,21965860,21987911,-,1,ZDHHC20,28.26,-0.4421779373054849,1,3,3,- sites
chr13,21965860,21995303,-,1,ZDHHC20,28.26,-0.4421779373054849,1,9,9,++ sites
chr13,21987790,21999817,-,1,ZDHHC20,28.26,-0.4421779373054849,2.584962500721156,6,6,+ sites
chr13,23927923,23932620,-,1,SACS,19.39,0.5098780844812767,1,35,35,+++ sites
chr13,23927923,23945304,-,1,SACS,19.39,0.5098780844812767,1.584962500721156,35,35,+++ sites
chr13,25051838,25067871,-,1,PARP4,16.95,-0.5188351996839178,1.584962500721156,5,5,+ sites
chr13,25881943,25887889,+,1,NUPL1,25.2,-0.24867911285672378,1,8,8,++ sites
chr13,25881943,25895231,+,1,NUPL1,25.2,-0.24867911285672378,1,15,15,+++ sites
chr13,26974589,26975761,+,1,CDK8,14.76,0.36430669715791414,4,8,8,++ sites
chr13,27664019,27690733,-,1,USP12,18.48,-0.0605861528610394,1,16,16,+++ sites
chr13,28771321,28835595,+,1,PAN3,13.43,0.10561018796059878,1.584962500721156,29,29,+++ sites
chr13,28794367,28835595,+,1,PAN3,13.43,0.10561018796059878,1.584962500721156,29,29,+++ sites
chr13,28830428,28835595,+,1,PAN3,13.43,0.10561018796059878,3,3,3,- sites
chr13,28830428,28845003,+,1,PAN3,13.43,0.10561018796059878,1,4,4,+ sites
chr13,28830428,28846208,+,1,PAN3,13.43,0.10561018796059878,1,5,5,+ sites
chr13,28830428,28855516,+,1,PAN3,13.43,0.10561018796059878,1,14,14,++ sites
chr13,28834583,28835595,+,1,PAN3,13.43,0.10561018796059878,2.584962500721156,1,1,- sites
chr13,28840851,28845003,+,3,PAN3,13.43,0.10561018796059878,1.7369655941662063,1,3,- sites
chr13,28844837,28855516,+,1,PAN3,13.43,0.10561018796059878,1,10,10,++ sites
chr13,30801548,30815223,-,1,KATNAL1,3.44,1.7511547832871388,3,7,7,++ sites
chr13,30801548,30857928,-,1,KATNAL1,3.44,1.7511547832871388,2,31,31,+++ sites
chr13,30814596,30815223,-,1,KATNAL1,3.44,1.7511547832871388,2,2,2,- sites
chr13,30814596,30857928,-,1,KATNAL1,3.44,1.7511547832871388,1,26,26,+++ sites
chr13,30854199,30857928,-,1,KATNAL1,3.44,1.7511547832871388,1.584962500721156,16,16,+++ sites
chr13,31204971,31211994,+,1,USPL1,12.46,0.0952065028878899,1,1,1,- sites
chr13,32910401,32932066,+,1,BRCA2,7.81,-0.7731283830839094,1,24,24,+++ sites
chr13,33012788,33092140,-,1,N4BP2L2,13.42,0.5054063261805009,1,33,33,+++ sites
chr13,33091993,33101669,-,5,N4BP2L2,13.42,0.5054063261805009,3.292781749227846,2,10,++ sites
chr13,33091993,33111164,-,1,N4BP2L2,13.42,0.5054063261805009,1,8,8,++ sites
chr13,33222890,33253066,+,1,PDS5B,12.5,0.7491480671235966,1,4,4,+ sites
chr13,33252971,33268441,+,1,PDS5B,12.5,0.7491480671235966,1,1,1,- sites
chr13,33275459,33332357,+,1,PDS5B,12.5,0.7491480671235966,1,10,10,++ sites
chr13,33306237,33309467,+,1,PDS5B,12.5,0.7491480671235966,3.169925001442312,4,4,+ sites
chr13,33306237,33320238,+,1,PDS5B,12.5,0.7491480671235966,2.321928094887362,8,8,++ sites
chr13,33327469,33330094,+,1,PDS5B,12.5,0.7491480671235966,1,1,1,- sites
chr13,33327469,33334858,+,1,PDS5B,12.5,0.7491480671235966,1,1,1,- sites
chr13,35733152,35738646,+,1,NBEA,4.72,1.6776897848506,1,5,5,+ sites
chr13,35738492,35770439,+,1,NBEA,4.72,1.6776897848506,1,5,5,+ sites
chr13,35770000,35806756,+,1,NBEA,4.72,1.6776897848506,1,6,6,+ sites
chr13,35883664,35926460,+,1,NBEA,4.72,1.6776897848506,1,10,10,++ sites
chr13,36886281,36886614,-,2,SPG20,22.63,0.07393682859722162,0,9,18,+++ sites
chr13,37614541,37625720,-,1,FAM48A,0,0,1.584962500721156,3,3,- sites
chr13,41890981,41894960,+,1,"NAA16",11.42,0.13956927151644627,1.584962500721156,1,1,- sites
chr13,41890981,41897326,+,1,"NAA16",11.42,0.13956927151644627,1,1,1,- sites
chr13,41890981,41905505,+,1,"NAA16",11.42,0.13956927151644627,1,1,1,- sites
chr13,41890981,41910892,+,1,"NAA16",11.42,0.13956927151644627,2.807354922057604,1,1,- sites
chr13,41892941,41897326,+,1,"NAA16",11.42,0.13956927151644627,1,1,1,- sites
chr13,41892941,41910892,+,4,"NAA16",11.42,0.13956927151644627,0.8073549220576041,1,4,+ sites
chr13,41892941,41941788,+,1,"NAA16",11.42,0.13956927151644627,1,25,25,+++ sites
chr13,41943225,41946966,+,1,"NAA16",11.42,0.13956927151644627,1.584962500721156,1,1,- sites
chr13,43839533,43918886,-,1,ENOX1,0.18,4.906890595608519,1.584962500721156,2,2,- sites
chr13,45725821,45781640,+,8,GTF2F2,50.68,-1.2994726945085553,0.16992500144231237,5,40,+++ sites
chr13,46090277,46104915,+,1,COG3,6.65,0.49469470727063475,1,2,2,- sites
chr13,46559431,46594692,-,1,ZC3H13,24.84,0.008685727866222426,1,6,6,+ sites
chr13,46577273,46619651,-,1,ZC3H13,24.84,0.008685727866222426,1,1,1,- sites
chr13,46594583,46619648,-,1,ZC3H13,24.84,0.008685727866222426,1.584962500721156,1,1,- sites
chr13,48523074,48542868,-,1,SUCLA2,46.78,-0.6361283747053632,1,10,10,++ sites
chr13,48830312,48832372,+,1,ITM2B,141.17,-0.9017389275938119,1.584962500721156,2,2,- sites
chr13,48934152,48947628,+,1,RB1,9.95,1.5202169040447524,1,12,12,++ sites
chr13,49580287,49720071,+,1,FNDC3A,13.53,1.5699566220689296,1,1,1,- sites
chr13,49649424,49720071,+,1,FNDC3A,13.53,1.5699566220689296,1,1,1,- sites
chr13,49765150,49772710,+,1,FNDC3A,13.53,1.5699566220689296,1,5,5,+ sites
chr13,49771012,49772710,+,4,FNDC3A,13.53,1.5699566220689296,0.8073549220576041,5,20,+++ sites
chr13,50279756,50280508,-,1,KPNA3,35.26,-0.25927504428433223,1.584962500721156,3,3,- sites
chr13,51501542,51523641,+,1,RNASEH2B,19.5,-0.8862311250424254,3.321928094887362,17,17,+++ sites
chr13,74339074,74420510,-,1,KLF12,2.95,2.7481701029372845,1,10,10,++ sites
chr13,74387288,74420510,-,1,KLF12,2.95,2.7481701029372845,1,10,10,++ sites
chr13,74387288,74569190,-,1,KLF12,2.95,2.7481701029372845,1,10,10,++ sites
chr13,74419963,74420510,-,1,KLF12,2.95,2.7481701029372845,1,8,8,++ sites
chr13,76134888,76143643,+,3,UCHL3,48.88,-1.611172380044005,1.4150374992788437,11,33,+++ sites
chr13,77655561,77661768,-,1,MYCBP2,7.92,1.15200309344505,1,1,1,- sites
chr13,77724868,77754453,-,1,MYCBP2,7.92,1.15200309344505,1,25,25,+++ sites
chr13,77742562,77817295,-,1,MYCBP2,7.92,1.15200309344505,1,48,48,+++ sites
chr13,77743748,77745769,-,1,MYCBP2,7.92,1.15200309344505,1,12,12,++ sites
chr13,77763085,77786295,-,1,MYCBP2,7.92,1.15200309344505,1,21,21,+++ sites
chr13,77779390,77792092,-,1,MYCBP2,7.92,1.15200309344505,1,17,17,+++ sites
chr13,77779390,77818086,-,1,MYCBP2,7.92,1.15200309344505,1.584962500721156,19,19,+++ sites
chr13,77791974,77818086,-,1,MYCBP2,7.92,1.15200309344505,1.584962500721156,2,2,- sites
chr13,77798585,77799689,-,1,MYCBP2,7.92,1.15200309344505,1,2,2,- sites
chr13,77798585,77818086,-,1,MYCBP2,7.92,1.15200309344505,1,2,2,- sites
chr13,78293666,78320990,+,1,SLAIN1,9.42,1.4434715107288634,2.321928094887362,4,4,+ sites
chr13,78293666,78327493,+,6,SLAIN1,9.42,1.4434715107288634,2.321928094887362,4,24,+++ sites
chr13,78293666,78335245,+,1,SLAIN1,9.42,1.4434715107288634,1.584962500721156,4,4,+ sites
chr13,78317150,78327493,+,1,SLAIN1,9.42,1.4434715107288634,2.321928094887362,4,4,+ sites
chr13,78318417,78320990,+,1,SLAIN1,9.42,1.4434715107288634,1,4,4,+ sites
chr13,78318417,78327493,+,1,SLAIN1,9.42,1.4434715107288634,1,4,4,+ sites
chr13,79209244,79219132,-,1,hsa_circ_000840,16.56,0.19449517555912893,1.584962500721156,1,1,- sites
chr13,79915257,79918929,-,1,RBM26,26.32,0.2375042077934775,1.584962500721156,1,1,- sites
chr13,79928573,79933821,-,1,RBM26,26.32,0.2375042077934775,1,2,2,- sites
chr13,79932408,79946065,-,1,RBM26,26.32,0.2375042077934775,1,6,6,+ sites
chr13,79942864,79953042,-,1,RBM26,26.32,0.2375042077934775,1,11,11,++ sites
chr13,95813442,95818621,-,1,ABCC4,4.67,0.8842653193794362,1,4,4,+ sites
chr13,95813442,95822882,-,1,ABCC4,4.67,0.8842653193794362,2,4,4,+ sites
chr13,95813442,95847191,-,1,ABCC4,4.67,0.8842653193794362,1,4,4,+ sites
chr13,96409897,96416207,+,6,DNAJC3,10.88,-0.6486709886720786,1.1154772174199359,21,126,+++ sites
chr13,96485180,96489456,-,1,UGGT2,10.74,0.39984576493260593,1.584962500721156,1,1,- sites
chr13,96485180,96555314,-,1,UGGT2,10.74,0.39984576493260593,1,1,1,- sites
chr13,99036983,99087960,+,1,FARP1,12.82,0.30061490924149586,1,2,2,- sites
chr13,99061591,99064288,+,1,FARP1,12.82,0.30061490924149586,1.584962500721156,2,2,- sites
chr13,99127074,99134575,-,1,STK24,32.7,-0.8311538690964106,1,1,1,- sites
chr13,99890680,99896878,+,5,UBAC2,12.18,-0.853693636724474,0.2630344058337938,4,20,+++ sites
chr13,100755136,100764315,+,1,PCCA,16.6,-0.499750833124235,2,2,2,- sites
chr13,103275226,103280274,+,1,TPP2,35.17,-0.7745050704314288,2,3,3,- sites
chr13,103474092,103484047,+,1,BIVM,6.76,1.6557582788310163,1,1,1,- sites
chr13,111274562,111276626,+,17,CARKD,6.73,0.12320669352349467,0.49749965947081687,3,51,+++ sites
chr13,111857635,111862349,+,2,ARHGEF7,9.18,1.0501924732347443,0.5849625007211562,4,8,++ sites
chr13,111857635,111885640,+,1,ARHGEF7,9.18,1.0501924732347443,3.807354922057604,4,4,+ sites
chr13,111857635,111896641,+,1,ARHGEF7,9.18,1.0501924732347443,2,4,4,+ sites
chr13,111857635,111920017,+,1,ARHGEF7,9.18,1.0501924732347443,2,13,13,++ sites
chr13,111862218,111896641,+,1,ARHGEF7,9.18,1.0501924732347443,1,4,4,+ sites
chr13,111870025,111920017,+,1,ARHGEF7,9.18,1.0501924732347443,1,9,9,++ sites
chr13,111919894,111928025,+,1,ARHGEF7,9.18,1.0501924732347443,1,5,5,+ sites
chr13,113170753,113181798,-,5,TUBGCP3,8.71,0.24189971347171602,1.2630344058337937,13,65,+++ sites
chr13,113170753,113200179,-,1,TUBGCP3,8.71,0.24189971347171602,2,13,13,++ sites
chr13,113201933,113223573,-,1,TUBGCP3,8.71,0.24189971347171602,1,23,23,+++ sites
chr13,113219424,113223573,-,1,TUBGCP3,8.71,0.24189971347171602,1,2,2,- sites
chr13,114265310,114277601,+,1,TFDP1,28.46,-0.04322234226843142,1,6,6,+ sites
chr14,20793697,20794952,-,6,CCNB1IP1,95.18,-1.325798455541403,-0.5849625007211563,2,12,++ sites
chr14,20793697,20797532,-,1,CCNB1IP1,95.18,-1.325798455541403,1,4,4,+ sites
chr14,21698477,21702388,-,11,HNRNPC,378.17,-0.8612034451313757,0.6280312226130421,5,55,+++ sites
chr14,21698477,21731988,-,2,HNRNPC,378.17,-0.8612034451313757,0,11,22,+++ sites
chr14,21870115,21884066,-,1,CHD8,22.97,-0.20698242594691277,1,6,6,+ sites
chr14,21883732,21897494,-,1,CHD8,22.97,-0.20698242594691277,1,3,3,- sites
chr14,21894286,21897494,-,1,CHD8,22.97,-0.20698242594691277,1.584962500721156,2,2,- sites
chr14,21968636,21970045,-,1,METTL3,44.87,-0.6187950058728469,2.321928094887362,1,1,- sites
chr14,21971315,21972024,-,8,METTL3,44.87,-0.6187950058728469,2.643856189774725,1,8,++ sites
chr14,23395341,23396869,-,1,PRMT5,43.79,-0.7643491860909999,2.321928094887362,1,1,- sites
chr14,23502576,23502883,-,3,PSMB5,50.46,-1.0553717847206183,-0.5849625007211563,4,12,++ sites
chr14,24735635,24737825,-,2,RABGGTA,0.43,0.7030182622428686,0,3,6,+ sites
chr14,30068232,30095762,-,1,PRKD1,1.55,2.429507982087177,1,4,4,+ sites
chr14,31103152,31122794,+,1,SCFD1,46.78,-0.8976298330809277,2,4,4,+ sites
chr14,31112521,31122794,+,1,SCFD1,46.78,-0.8976298330809277,1,4,4,+ sites
chr14,31139461,31144271,+,2,SCFD1,46.78,-0.8976298330809277,0,3,6,+ sites
chr14,31163978,31169464,+,1,SCFD1,46.78,-0.8976298330809277,1.584962500721156,5,5,+ sites
chr14,31171501,31177271,+,1,SCFD1,46.78,-0.8976298330809277,1,1,1,- sites
chr14,31185129,31204064,+,1,SCFD1,46.78,-0.8976298330809277,2.584962500721156,1,1,- sites
chr14,31371741,31380368,-,1,STRN3,15.16,-0.21621994671384484,2.807354922057604,9,9,++ sites
chr14,31371741,31382863,-,2,STRN3,15.16,-0.21621994671384484,0,9,18,+++ sites
chr14,31380982,31425448,-,1,STRN3,15.16,-0.21621994671384484,1.584962500721156,4,4,+ sites
chr14,31388171,31398517,-,1,STRN3,15.16,-0.21621994671384484,1,1,1,- sites
chr14,31404368,31425448,-,2,STRN3,15.16,-0.21621994671384484,1.3219280948873624,3,6,+ sites
chr14,31582309,31602881,-,1,HECTD1,41.35,-0.6386321827117124,1,47,47,+++ sites
chr14,31585441,31590711,-,1,HECTD1,41.35,-0.6386321827117124,1.584962500721156,4,4,+ sites
chr14,31596990,31598654,-,1,HECTD1,41.35,-0.6386321827117124,1,28,28,+++ sites
chr14,31596990,31602881,-,3,HECTD1,41.35,-0.6386321827117124,1.222392421336448,37,111,+++ sites
chr14,31596990,31641328,-,2,HECTD1,41.35,-0.6386321827117124,1.3219280948873624,85,170,+++ sites
chr14,31602443,31602881,-,1,HECTD1,41.35,-0.6386321827117124,1.584962500721156,9,9,++ sites
chr14,31778139,31795548,-,1,HEATR5A,8.51,-0.6968417091324776,1,12,12,++ sites
chr14,31818994,31833504,-,1,HEATR5A,8.51,-0.6968417091324776,1,1,1,- sites
chr14,31827842,31844174,-,1,HEATR5A,8.51,-0.6968417091324776,1,6,6,+ sites
chr14,31841015,31844174,-,4,HEATR5A,8.51,-0.6968417091324776,-1,5,20,+++ sites
chr14,31849672,31856581,-,1,HEATR5A,8.51,-0.6968417091324776,1.584962500721156,17,17,+++ sites
chr14,32559707,32563592,+,25,ARHGAP5,14.19,1.006087329878915,1.4854268271702418,61,1525,+++ sites
chr14,32559707,32586493,+,8,ARHGAP5,14.19,1.006087329878915,2.4918530963296748,61,488,+++ sites
chr14,32559707,32615546,+,2,ARHGAP5,14.19,1.006087329878915,0.5849625007211562,61,122,+++ sites
chr14,35036891,35037219,-,3,SNX6,35.45,-0.14771372235215388,0,3,9,++ sites
chr14,35037059,35078948,-,1,SNX6,35.45,-0.14771372235215388,1,14,14,++ sites
chr14,35044961,35055511,-,1,SNX6,35.45,-0.14771372235215388,1.584962500721156,1,1,- sites
chr14,35050766,35062356,-,1,SNX6,35.45,-0.14771372235215388,1,1,1,- sites
chr14,35077235,35078948,-,1,SNX6,35.45,-0.14771372235215388,1,7,7,++ sites
chr14,35240716,35255427,-,1,BAZ1A,10.12,0.7677134115306383,1,19,19,+++ sites
chr14,35240716,35262127,-,1,BAZ1A,10.12,0.7677134115306383,1,21,21,+++ sites
chr14,35261980,35331528,-,1,BAZ1A,10.12,0.7677134115306383,1,30,30,+++ sites
chr14,35269429,35272194,-,1,BAZ1A,10.12,0.7677134115306383,2,2,2,- sites
chr14,35269429,35280242,-,1,BAZ1A,10.12,0.7677134115306383,1,6,6,+ sites
chr14,35269429,35331528,-,1,BAZ1A,10.12,0.7677134115306383,1,19,19,+++ sites
chr14,35276656,35295362,-,1,BAZ1A,10.12,0.7677134115306383,1,4,4,+ sites
chr14,35331249,35331528,-,2,BAZ1A,10.12,0.7677134115306383,1.584962500721156,13,26,+++ sites
chr14,35482551,35488280,+,1,SRP54,39.99,-0.3342465101061511,1,4,4,+ sites
chr14,36103779,36194359,-,1,RALGAPA1,8.18,1.079765120700533,1,6,6,+ sites
chr14,36133847,36194359,-,1,RALGAPA1,8.18,1.079765120700533,2.807354922057604,6,6,+ sites
chr14,36147155,36194359,-,1,RALGAPA1,8.18,1.079765120700533,1.584962500721156,6,6,+ sites
chr14,36153014,36194359,-,1,RALGAPA1,8.18,1.079765120700533,1,6,6,+ sites
chr14,36190893,36194359,-,1,RALGAPA1,8.18,1.079765120700533,1,6,6,+ sites
chr14,36190893,36231959,-,1,RALGAPA1,8.18,1.079765120700533,1,6,6,+ sites
chr14,39517855,39536500,-,1,SEC23A,31.29,0.09414644412049258,1,8,8,++ sites
chr14,39543618,39555110,-,1,SEC23A,31.29,0.09414644412049258,1,7,7,++ sites
chr14,39870379,39871715,-,1,FBXO33,4.97,-0.5864146347550684,1,1,1,- sites
chr14,45414232,45415131,-,2,KLHL28,3.38,1.1651746018889075,1,9,18,+++ sites
chr14,45564423,45566208,+,2,PRPF39,22.6,0.3254984927804474,1,1,2,- sites
chr14,50130032,50141145,-,3,NEMF,17.83,-0.8767635022058022,0.7369655941662062,22,66,+++ sites
chr14,50133047,50146518,-,1,MGAT2,17.83,-0.8767635022058022,1,2,2,- sites
chr14,50133047,50146518,-,1,NEMF,17.83,-0.8767635022058022,1,33,33,+++ sites
chr14,50133047,50146518,-,1,POLE2,17.83,-0.8767635022058022,1,6,6,+ sites
chr14,50136241,50141145,-,1,NEMF,17.83,-0.8767635022058022,3.169925001442312,12,12,++ sites
chr14,50175876,50192487,+,1,MGAT2,0.02,6.108524456778169,1,2,2,- sites
chr14,50175876,50192487,+,1,NEMF,0.02,6.108524456778169,1,1,1,- sites
chr14,50251642,50256061,-,1,NEMF,21.94,-0.051542256395603565,1,1,1,- sites
chr14,50262508,50298079,-,1,MGAT2,21.94,-0.051542256395603565,2,9,9,++ sites
chr14,50262508,50298079,-,1,NEMF,21.94,-0.051542256395603565,2,71,71,+++ sites
chr14,50269170,50272851,-,1,NEMF,21.94,-0.051542256395603565,1,11,11,++ sites
chr14,50292584,50296144,-,1,MGAT2,21.94,-0.051542256395603565,1,1,1,- sites
chr14,50292584,50296144,-,1,NEMF,21.94,-0.051542256395603565,1,22,22,+++ sites
chr14,50292584,50298079,-,1,MGAT2,21.94,-0.051542256395603565,2.321928094887362,1,1,- sites
chr14,50292584,50298079,-,1,NEMF,21.94,-0.051542256395603565,2.321928094887362,22,22,+++ sites
chr14,50292584,50304924,-,1,MGAT2,21.94,-0.051542256395603565,1,2,2,- sites
chr14,50292584,50304924,-,1,NEMF,21.94,-0.051542256395603565,1,23,23,+++ sites
chr14,50600840,50616948,-,1,SOS2,5.94,1.277533975528909,1.584962500721156,1,1,- sites
chr14,50605329,50616948,-,1,SOS2,5.94,1.277533975528909,1,1,1,- sites
chr14,50619787,50655418,-,1,SOS2,5.94,1.277533975528909,1,9,9,++ sites
chr14,50623716,50671127,-,1,SOS2,5.94,1.277533975528909,1.584962500721156,9,9,++ sites
chr14,50713758,50750751,-,1,L2HGDH,10.83,-1.2353274766639522,1,6,6,+ sites
chr14,50909449,50915550,-,1,MAP4K5,18.25,0.689881207402271,1,12,12,++ sites
chr14,50912796,50949134,-,2,MAP4K5,18.25,0.689881207402271,1,19,38,+++ sites
chr14,50923233,50930851,-,1,MAP4K5,18.25,0.689881207402271,1,7,7,++ sites
chr14,50929382,50949134,-,1,MAP4K5,18.25,0.689881207402271,1,7,7,++ sites
chr14,51107467,51111732,-,1,SAV1,28.62,-2.0131661394871516,2.807354922057604,6,6,+ sites
chr14,51202233,51211083,-,1,NIN,4.84,2.1041980124607402,1,1,1,- sites
chr14,51210133,51211083,-,1,NIN,4.84,2.1041980124607402,1,1,1,- sites
chr14,51237105,51243857,-,1,NIN,4.84,2.1041980124607402,1,1,1,- sites
chr14,52905921,52957723,-,1,TXNDC16,9.1,0.8628927666085215,1.584962500721156,4,4,+ sites
chr14,52922041,52937398,-,1,TXNDC16,9.1,0.8628927666085215,2,3,3,- sites
chr14,52922041,52957723,-,1,TXNDC16,9.1,0.8628927666085215,2,3,3,- sites
chr14,52922041,53011089,-,1,TXNDC16,9.1,0.8628927666085215,1,3,3,- sites
chr14,52936754,52957723,-,1,TXNDC16,9.1,0.8628927666085215,1.584962500721156,3,3,- sites
chr14,52936754,53011089,-,1,TXNDC16,9.1,0.8628927666085215,1.584962500721156,3,3,- sites
chr14,53064989,53067059,+,1,GPR137C,1.3,3.417463070952938,2.807354922057604,3,3,- sites
chr14,53177818,53190754,+,1,PSMC6,76.86,-0.7080382534469037,1,2,2,- sites
chr14,53247396,53251382,-,1,GNPNAT1,35.47,-1.8779984827797458,1,1,1,- sites
chr14,53339516,53340944,-,1,FERMT2,68.55,-2.0485830634451365,1.584962500721156,3,3,- sites
chr14,53339516,53360145,-,1,FERMT2,68.55,-2.0485830634451365,1.584962500721156,17,17,+++ sites
chr14,53341940,53345407,-,1,FERMT2,68.55,-2.0485830634451365,1,6,6,+ sites
chr14,55448257,55467710,-,2,WDHD1,28.31,-0.8943958074184546,0,19,38,+++ sites
chr14,55451440,55454105,-,1,WDHD1,28.31,-0.8943958074184546,1,15,15,+++ sites
chr14,55451440,55467710,-,3,WDHD1,28.31,-0.8943958074184546,0.41503749927884376,16,48,+++ sites
chr14,55451440,55468903,-,1,WDHD1,28.31,-0.8943958074184546,1,16,16,+++ sites
chr14,55477026,55480314,-,1,WDHD1,28.31,-0.8943958074184546,1,5,5,+ sites
chr14,55847290,55848909,-,1,ATG14,6.51,-0.16163839025735144,1,2,2,- sites
chr14,56078736,56086030,+,3,KTN1,71.18,-0.6975796626501425,1.4150374992788437,6,18,+++ sites
chr14,56083234,56100059,+,1,KTN1,71.18,-0.6975796626501425,1,1,1,- sites
chr14,56114742,56115588,+,1,KTN1,71.18,-0.6975796626501425,3.584962500721156,2,2,- sites
chr14,58686411,58690574,+,1,ACTR10,21.72,0.5043745792349896,2,1,1,- sites
chr14,58690339,58690574,+,1,ACTR10,21.72,0.5043745792349896,1.584962500721156,1,1,- sites
chr14,58718836,58724716,+,2,PSMA3,195.84,-1.3959131675668792,0.5849625007211562,1,2,- sites
chr14,58730422,58737716,+,1,FLJ31306,195.84,-1.3959131675668792,1,1,1,- sites
chr14,58730422,58737716,+,1,PSMA3,195.84,-1.3959131675668792,1,2,2,- sites
chr14,58917296,58932747,+,1,KIAA0586,7.42,0.10134924392284561,1,2,2,- sites
chr14,58949230,58965678,+,1,KIAA0586,7.42,0.10134924392284561,1,6,6,+ sites
chr14,58965500,58975427,+,1,KIAA0586,7.42,0.10134924392284561,1,2,2,- sites
chr14,59954391,59965626,+,1,JKAMP,18.59,0.14811756715109928,2,20,20,+++ sites
chr14,60581417,60592541,+,1,C14orf135,0,0,2,4,4,+ sites
chr14,60581417,60592541,+,1,hsa_circ_000591,0,0,2,4,4,+ sites
chr14,60582436,60592541,+,4,hsa_circ_000591,0,0,0.32192809488736235,4,16,+++ sites
chr14,60616070,60622870,-,1,DHRS7,23.91,-0.5696576360050594,1,5,5,+ sites
chr14,62187096,62188541,+,2,HIF1A,108.55,-0.9953557718982374,0,12,24,+++ sites
chr14,62187099,62188541,+,3,HIF1A,108.55,-0.9953557718982374,-0.5849625007211563,12,36,+++ sites
chr14,62188226,62188541,+,5,HIF1A,108.55,-0.9953557718982374,1.3785116232537298,7,35,+++ sites
chr14,62207222,62212535,+,1,HIF1A,108.55,-0.9953557718982374,1,12,12,++ sites
chr14,64375815,64408861,+,1,SYNE2,8.34,1.4914686339580752,1,1,1,- sites
